term,definition,category
touch voltage,"An electrical engineering term meaning dokunma gerilimi, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
step voltage,"An electrical engineering term meaning adım gerilimi, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
programmable logic controller,"An electrical engineering term meaning programlanabilir lojik kontrolör, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
SCADA system,"An electrical engineering term meaning SCADA sistemi, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
human machine interface,"An electrical engineering term meaning insan makine arayüzü, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
input/output module,"An electrical engineering term meaning giriş/çıkış modülü, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
field device,"An electrical engineering term meaning saha cihazı, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
setpoint,"An electrical engineering term meaning ayar noktası, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
alarm annunciation,"An electrical engineering term meaning alarm bildirimi, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
process variable,"An electrical engineering term meaning proses değişkeni, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
feedback loop,"An electrical engineering term meaning geri besleme döngüsü, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
interlock logic,"An electrical engineering term meaning kilitleme mantığı, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
ladder logic,"An electrical engineering term meaning merdiven mantığı, used in SCADA / PLC / automation contexts on site, in drawings or in technical documentation.",SCADA / PLC / automation
