term,definition,category
model drift detection,"A software term meaning model kayması tespiti, used in site, drawing, installation or coordination contexts.",ai ml
adaptive load shedding,"A software term meaning uyarlanabilir yük atma, used in site, drawing, installation or coordination contexts.",performance
feature toggle governance,"A software term meaning özellik anahtarı yönetişimi, used in site, drawing, installation or coordination contexts.",devops cicd
password manager,"A software term meaning parola yöneticisi, used in site, drawing, installation or coordination contexts.",computer literacy
two-step verification,"A software term meaning iki adımlı doğrulama, used in site, drawing, installation or coordination contexts.",computer literacy
guest network,"A software term meaning misafir ağı, used in site, drawing, installation or coordination contexts.",networking dev
network name,"A software term meaning ağ adı (SSID), used in site, drawing, installation or coordination contexts.",networking dev
external hard drive,"A software term meaning harici sabit disk, used in site, drawing, installation or coordination contexts.",hardware basics
webcam,"A software term meaning web kamerası, used in site, drawing, installation or coordination contexts.",hardware basics
app icon,"A software term meaning uygulama simgesi, used in site, drawing, installation or coordination contexts.",mobile dev
mobile data,"A software term meaning mobil veri, used in site, drawing, installation or coordination contexts.",mobile dev
privacy setting,"A software term meaning gizlilik ayarı, used in site, drawing, installation or coordination contexts.",cybersecurity
spam email,"A software term meaning istenmeyen e-posta (spam), used in site, drawing, installation or coordination contexts.",cybersecurity
file extension,"A software term meaning dosya uzantısı, used in site, drawing, installation or coordination contexts.",os cli
hidden file,"A software term meaning gizli dosya, used in site, drawing, installation or coordination contexts.",os cli
page title,"A software term meaning sayfa başlığı, used in site, drawing, installation or coordination contexts.",frontend dev
footer,"A software term meaning alt bilgi (footer), used in site, drawing, installation or coordination contexts.",frontend dev
shared folder,"A software term meaning paylaşılan klasör, used in site, drawing, installation or coordination contexts.",cloud computing
sync status,"A software term meaning senkronizasyon durumu, used in site, drawing, installation or coordination contexts.",cloud computing
email address,"A software term meaning e-posta adresi, used in site, drawing, installation or coordination contexts.",computer literacy
user name,"A software term meaning kullanıcı adı, used in site, drawing, installation or coordination contexts.",computer literacy
